RESPAGE,LIFESAT,INFOSOU1,TRUMTVINFO,FATEINLF,BUSINRUS,BUSINTUR,BUSINGA,NEIGHBOR,USSRDISS,EUSUPP,EEUSUPNA,EEUNSUW,EEUSUPW,MAINFRN,MAINENEM,MAINMOD,PARTYSUPP,PARTYSUPF,WORKTYP,PERSINC,EDUYRS,RFAEDUC,RMOEDUC,RELGNEW,RELIMP,ECONSTN,MONYTOT
24.0,10.0,5.0,-5.0,8.0,1.0,0.0,0.0,8.0,1.0,3.0,4.0,-7.0,-1.0,-5.0,1.0,5.0,-5.0,-5.0,4.0,9.0,12.0,4.0,7.0,1.0,,3.0,2.0
23.0,7.0,5.0,101.0,10.0,1.0,0.0,1.0,8.0,2.0,3.0,4.0,-7.0,7.0,2.0,2.0,5.0,-5.0,-5.0,-7.0,9.0,13.0,6.0,5.0,-5.0,,5.0,-1.0
30.0,7.0,5.0,104.0,3.0,1.0,0.0,1.0,8.0,2.0,3.0,3.0,-7.0,-7.0,2.0,2.0,3.0,101.0,-7.0,-7.0,7.0,14.0,4.0,5.0,1.0,,3.0,4.0
27.0,10.0,3.0,101.0,10.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,-7.0,4.0,1.0,-5.0,101.0,-7.0,-7.0,-2.0,12.0,4.0,4.0,1.0,,3.0,5.0
20.0,10.0,5.0,-1.0,5.0,1.0,1.0,1.0,8.0,-1.0,1.0,4.0,-7.0,3.0,1.0,1.0,3.0,-5.0,-5.0,-7.0,9.0,12.0,4.0,4.0,1.0,,3.0,5.0
35.0,4.0,8.0,106.0,9.0,1.0,0.0,0.0,5.0,2.0,4.0,4.0,-7.0,2.0,2.0,2.0,5.0,101.0,-7.0,-7.0,9.0,13.0,7.0,4.0,1.0,,3.0,5.0
19.0,10.0,5.0,103.0,10.0,1.0,0.0,0.0,6.0,2.0,1.0,3.0,-7.0,-7.0,1.0,1.0,3.0,101.0,-7.0,-7.0,9.0,12.0,4.0,4.0,3.0,,3.0,5.0
21.0,10.0,5.0,104.0,10.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,-7.0,-7.0,2.0,2.0,5.0,105.0,-7.0,5.0,6.0,12.0,4.0,4.0,1.0,,2.0,5.0
32.0,7.0,8.0,-4.0,5.0,1.0,0.0,-1.0,-5.0,1.0,2.0,1.0,7.0,-7.0,2.0,1.0,5.0,-5.0,-5.0,-7.0,8.0,10.0,4.0,4.0,1.0,,3.0,3.0
26.0,8.0,5.0,104.0,9.0,1.0,0.0,1.0,6.0,2.0,3.0,4.0,-7.0,1.0,8.0,2.0,12.0,-1.0,-7.0,-7.0,9.0,15.0,-1.0,5.0,1.0,,3.0,1.0
18.0,10.0,3.0,-5.0,10.0,0.0,0.0,0.0,6.0,1.0,3.0,3.0,-7.0,-7.0,-5.0,3.0,6.0,-5.0,-7.0,4.0,6.0,12.0,4.0,7.0,1.0,,4.0,8.0
34.0,10.0,8.0,101.0,5.0,1.0,0.0,1.0,8.0,1.0,5.0,1.0,1.0,-7.0,2.0,2.0,1.0,-5.0,-5.0,6.0,3.0,16.0,7.0,5.0,1.0,,4.0,1.0
26.0,6.0,4.0,-4.0,8.0,1.0,0.0,0.0,-5.0,2.0,4.0,4.0,-7.0,2.0,1.0,2.0,3.0,-5.0,-5.0,5.0,6.0,13.0,5.0,5.0,-5.0,,2.0,5.0
26.0,8.0,5.0,105.0,10.0,1.0,0.0,0.0,8.0,1.0,1.0,4.0,-7.0,1.0,-5.0,1.0,6.0,102.0,-7.0,4.0,6.0,17.0,5.0,5.0,1.0,,3.0,4.0
25.0,9.0,4.0,101.0,8.0,1.0,1.0,1.0,8.0,1.0,3.0,3.0,-7.0,-7.0,2.0,2.0,2.0,105.0,-7.0,-7.0,4.0,16.0,7.0,5.0,1.0,,4.0,1.0
32.0,10.0,5.0,105.0,8.0,1.0,0.0,0.0,6.0,2.0,5.0,5.0,-7.0,-1.0,-1.0,1.0,4.0,101.0,-7.0,1.0,6.0,10.0,4.0,5.0,1.0,,3.0,4.0
29.0,10.0,8.0,108.0,8.0,1.0,0.0,1.0,5.0,-1.0,3.0,4.0,-7.0,3.0,2.0,1.0,5.0,101.0,-7.0,5.0,8.0,13.0,4.0,5.0,1.0,,3.0,4.0
19.0,10.0,5.0,101.0,6.0,1.0,0.0,1.0,8.0,1.0,4.0,4.0,-7.0,3.0,1.0,2.0,6.0,101.0,-7.0,-7.0,9.0,12.0,4.0,4.0,1.0,,4.0,3.0
34.0,10.0,5.0,-5.0,10.0,1.0,0.0,0.0,8.0,1.0,3.0,3.0,-7.0,-7.0,2.0,2.0,4.0,-5.0,-5.0,5.0,5.0,18.0,4.0,4.0,1.0,,4.0,3.0
32.0,10.0,8.0,103.0,7.0,1.0,0.0,0.0,6.0,1.0,4.0,-1.0,-7.0,-7.0,-5.0,2.0,-5.0,101.0,-7.0,1.0,-1.0,10.0,4.0,5.0,1.0,,3.0,3.0
34.0,9.0,4.0,103.0,8.0,1.0,0.0,0.0,6.0,-1.0,3.0,2.0,1.0,-7.0,1.0,2.0,3.0,-1.0,-1.0,-7.0,8.0,10.0,7.0,7.0,1.0,,3.0,5.0
30.0,9.0,4.0,-4.0,9.0,1.0,0.0,1.0,6.0,2.0,3.0,3.0,-7.0,-7.0,2.0,1.0,5.0,-5.0,-5.0,-7.0,9.0,12.0,7.0,4.0,1.0,,3.0,7.0
32.0,10.0,5.0,103.0,10.0,1.0,0.0,0.0,5.0,2.0,3.0,3.0,-7.0,-7.0,2.0,2.0,3.0,-5.0,-5.0,1.0,-1.0,10.0,4.0,4.0,1.0,,2.0,6.0
32.0,7.0,5.0,103.0,8.0,1.0,0.0,0.0,6.0,-1.0,4.0,2.0,-1.0,-7.0,1.0,2.0,4.0,-1.0,-7.0,-7.0,6.0,14.0,5.0,5.0,1.0,,3.0,4.0
24.0,10.0,5.0,-5.0,10.0,1.0,1.0,1.0,-5.0,2.0,4.0,4.0,-7.0,3.0,-5.0,1.0,7.0,102.0,-7.0,4.0,4.0,9.0,4.0,4.0,1.0,,3.0,2.0
34.0,10.0,5.0,104.0,2.0,0.0,0.0,0.0,8.0,2.0,5.0,1.0,6.0,-7.0,2.0,2.0,5.0,101.0,-7.0,1.0,8.0,12.0,4.0,4.0,1.0,,3.0,7.0
26.0,10.0,4.0,105.0,1.0,1.0,0.0,0.0,5.0,2.0,-1.0,-1.0,-7.0,-7.0,1.0,2.0,-1.0,-5.0,-5.0,-7.0,9.0,15.0,4.0,4.0,1.0,,1.0,4.0
21.0,8.0,5.0,-4.0,5.0,1.0,0.0,1.0,5.0,2.0,-1.0,-1.0,-7.0,-7.0,2.0,2.0,1.0,-2.0,-2.0,-7.0,7.0,16.0,5.0,5.0,1.0,,2.0,4.0
22.0,9.0,4.0,103.0,9.0,-1.0,-1.0,0.0,6.0,2.0,-1.0,-1.0,-7.0,-7.0,2.0,1.0,3.0,-5.0,-5.0,1.0,-1.0,12.0,5.0,5.0,1.0,,3.0,7.0
22.0,6.0,4.0,401.0,10.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,-7.0,-7.0,-5.0,3.0,-1.0,-5.0,-5.0,-7.0,9.0,14.0,5.0,4.0,-5.0,,2.0,-1.0
28.0,8.0,5.0,-5.0,10.0,1.0,1.0,0.0,5.0,2.0,-1.0,3.0,-7.0,-7.0,1.0,2.0,3.0,-5.0,-5.0,4.0,6.0,14.0,5.0,5.0,1.0,,3.0,4.0
32.0,8.0,5.0,-5.0,5.0,1.0,0.0,0.0,-5.0,2.0,3.0,3.0,-7.0,-7.0,-5.0,1.0,5.0,-5.0,-5.0,4.0,5.0,14.0,7.0,7.0,1.0,,3.0,4.0
24.0,6.0,5.0,-5.0,10.0,1.0,0.0,0.0,-5.0,1.0,5.0,1.0,-1.0,-7.0,-5.0,1.0,4.0,-5.0,-7.0,4.0,-2.0,11.0,5.0,5.0,-5.0,,-1.0,-1.0
33.0,10.0,5.0,-4.0,10.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,1.0,-7.0,2.0,3.0,5.0,101.0,-7.0,5.0,5.0,10.0,4.0,4.0,1.0,,4.0,4.0
19.0,7.0,2.0,103.0,9.0,1.0,0.0,0.0,1.0,2.0,-1.0,-1.0,-7.0,-7.0,1.0,1.0,3.0,102.0,-7.0,-7.0,9.0,14.0,7.0,4.0,1.0,,3.0,-1.0
22.0,9.0,5.0,-1.0,9.0,1.0,0.0,0.0,8.0,1.0,4.0,4.0,-7.0,-1.0,-5.0,1.0,5.0,-5.0,-5.0,-7.0,6.0,18.0,4.0,7.0,1.0,,5.0,4.0
34.0,8.0,8.0,104.0,5.0,0.0,0.0,0.0,6.0,1.0,5.0,1.0,1.0,-7.0,2.0,2.0,4.0,-5.0,-5.0,-7.0,9.0,17.0,5.0,5.0,3.0,,4.0,-1.0
22.0,6.0,5.0,103.0,10.0,1.0,0.0,1.0,8.0,2.0,3.0,3.0,-7.0,-7.0,2.0,2.0,5.0,104.0,-7.0,-7.0,6.0,17.0,4.0,5.0,1.0,,4.0,4.0
33.0,10.0,8.0,103.0,10.0,1.0,0.0,1.0,5.0,2.0,2.0,-1.0,-7.0,-7.0,3.0,1.0,4.0,101.0,-7.0,1.0,7.0,10.0,5.0,5.0,1.0,,1.0,7.0
27.0,5.0,5.0,-4.0,10.0,1.0,0.0,0.0,1.0,2.0,5.0,3.0,-7.0,-7.0,-5.0,2.0,20.0,101.0,-7.0,-7.0,9.0,11.0,4.0,4.0,1.0,,3.0,5.0
25.0,8.0,5.0,104.0,8.0,1.0,0.0,1.0,8.0,1.0,2.0,3.0,-7.0,-7.0,2.0,1.0,6.0,107.0,-7.0,5.0,6.0,17.0,5.0,5.0,1.0,,3.0,4.0
29.0,5.0,5.0,-4.0,10.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,6.0,-7.0,2.0,2.0,4.0,-2.0,-2.0,7.0,5.0,13.0,7.0,5.0,1.0,,2.0,3.0
29.0,5.0,5.0,-4.0,10.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,-1.0,-7.0,1.0,1.0,3.0,-1.0,-7.0,1.0,6.0,10.0,4.0,4.0,1.0,,3.0,3.0
21.0,8.0,5.0,-4.0,10.0,0.0,0.0,0.0,-5.0,-1.0,5.0,3.0,-7.0,-7.0,2.0,1.0,6.0,-5.0,-5.0,-7.0,5.0,16.0,7.0,7.0,5.0,,3.0,-1.0
24.0,8.0,8.0,103.0,5.0,1.0,0.0,1.0,8.0,1.0,4.0,3.0,-7.0,-7.0,2.0,2.0,4.0,-5.0,-5.0,-7.0,9.0,14.0,5.0,5.0,1.0,,4.0,6.0
21.0,7.0,4.0,-1.0,5.0,1.0,0.0,1.0,5.0,2.0,3.0,4.0,-7.0,1.0,1.0,2.0,3.0,-5.0,-5.0,-7.0,7.0,15.0,7.0,5.0,1.0,,4.0,3.0
28.0,10.0,5.0,-5.0,10.0,1.0,0.0,1.0,5.0,2.0,3.0,3.0,-7.0,-7.0,3.0,2.0,-1.0,102.0,-7.0,-7.0,9.0,12.0,5.0,4.0,-1.0,,3.0,5.0
31.0,9.0,8.0,101.0,5.0,1.0,0.0,1.0,8.0,1.0,3.0,3.0,-7.0,-7.0,2.0,2.0,5.0,102.0,-7.0,5.0,9.0,17.0,4.0,4.0,1.0,,2.0,6.0
35.0,1.0,8.0,101.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,3.0,-7.0,-7.0,2.0,1.0,16.0,-5.0,-5.0,5.0,6.0,12.0,4.0,4.0,-5.0,,2.0,6.0
23.0,8.0,5.0,101.0,10.0,1.0,1.0,0.0,-5.0,-1.0,5.0,4.0,-7.0,-1.0,2.0,2.0,5.0,107.0,-7.0,-7.0,6.0,13.0,4.0,4.0,1.0,,3.0,5.0
21.0,7.0,-2.0,-4.0,10.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,-1.0,-7.0,2.0,1.0,4.0,-5.0,-7.0,-7.0,9.0,14.0,4.0,4.0,10.0,,2.0,7.0
31.0,10.0,2.0,-5.0,10.0,1.0,0.0,0.0,5.0,1.0,4.0,4.0,-7.0,-1.0,-5.0,2.0,3.0,101.0,-7.0,-7.0,9.0,16.0,5.0,4.0,1.0,,3.0,-1.0
21.0,7.0,4.0,103.0,8.0,1.0,0.0,0.0,5.0,-1.0,-1.0,4.0,-7.0,2.0,1.0,2.0,3.0,-5.0,-5.0,-7.0,9.0,9.0,4.0,4.0,-5.0,,1.0,6.0
31.0,10.0,5.0,-5.0,9.0,1.0,0.0,0.0,5.0,-1.0,3.0,4.0,-7.0,1.0,1.0,1.0,4.0,-5.0,-5.0,-7.0,9.0,10.0,4.0,4.0,1.0,,2.0,6.0
23.0,10.0,-1.0,-5.0,10.0,0.0,0.0,0.0,-1.0,2.0,1.0,-1.0,-7.0,-7.0,-5.0,2.0,-1.0,-5.0,-7.0,5.0,6.0,8.0,4.0,4.0,5.0,,3.0,4.0
33.0,5.0,5.0,103.0,5.0,1.0,0.0,0.0,5.0,2.0,3.0,2.0,-1.0,-7.0,2.0,1.0,5.0,101.0,-7.0,-7.0,6.0,11.0,4.0,7.0,1.0,,2.0,6.0
20.0,8.0,8.0,101.0,8.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,2.0,-7.0,2.0,1.0,7.0,101.0,-7.0,-7.0,9.0,11.0,7.0,4.0,1.0,,3.0,5.0
27.0,10.0,8.0,104.0,7.0,1.0,0.0,0.0,-5.0,2.0,3.0,5.0,-7.0,1.0,1.0,1.0,3.0,101.0,-7.0,-7.0,9.0,13.0,5.0,4.0,1.0,,4.0,6.0
26.0,5.0,5.0,104.0,10.0,0.0,0.0,0.0,6.0,1.0,5.0,5.0,-7.0,3.0,2.0,3.0,6.0,-1.0,-7.0,1.0,6.0,12.0,5.0,4.0,1.0,,2.0,5.0
19.0,10.0,5.0,104.0,5.0,0.0,0.0,0.0,-5.0,-1.0,3.0,2.0,6.0,-7.0,-5.0,1.0,20.0,109.0,-7.0,4.0,6.0,14.0,4.0,7.0,-5.0,,4.0,3.0
21.0,8.0,5.0,104.0,10.0,1.0,0.0,0.0,3.0,2.0,-1.0,5.0,-7.0,4.0,1.0,2.0,3.0,101.0,-7.0,1.0,9.0,12.0,4.0,4.0,1.0,,2.0,8.0
33.0,5.0,5.0,103.0,2.0,1.0,0.0,1.0,6.0,-1.0,4.0,3.0,-7.0,-7.0,2.0,2.0,4.0,101.0,-7.0,-7.0,9.0,11.0,4.0,4.0,1.0,,3.0,6.0
33.0,5.0,8.0,108.0,10.0,1.0,1.0,-1.0,5.0,2.0,4.0,4.0,-7.0,2.0,1.0,1.0,3.0,104.0,-7.0,-7.0,7.0,10.0,4.0,4.0,1.0,,2.0,5.0
25.0,8.0,4.0,101.0,1.0,1.0,0.0,-1.0,8.0,2.0,4.0,4.0,-7.0,1.0,2.0,1.0,2.0,-5.0,-5.0,-7.0,7.0,15.0,8.0,4.0,1.0,,4.0,4.0
35.0,1.0,8.0,103.0,10.0,1.0,0.0,0.0,5.0,2.0,3.0,5.0,-7.0,4.0,1.0,1.0,20.0,-5.0,-5.0,-7.0,9.0,10.0,5.0,4.0,1.0,,2.0,8.0
35.0,7.0,5.0,104.0,6.0,1.0,0.0,0.0,5.0,2.0,3.0,4.0,-7.0,-1.0,1.0,1.0,3.0,-5.0,-5.0,-7.0,8.0,10.0,-1.0,4.0,1.0,,2.0,-1.0
35.0,5.0,5.0,104.0,10.0,0.0,0.0,0.0,5.0,1.0,3.0,4.0,-7.0,3.0,1.0,1.0,-5.0,102.0,-7.0,1.0,7.0,8.0,5.0,4.0,1.0,,1.0,6.0
35.0,10.0,5.0,101.0,8.0,1.0,0.0,1.0,5.0,1.0,3.0,4.0,-7.0,3.0,2.0,2.0,2.0,107.0,-7.0,1.0,8.0,13.0,5.0,4.0,1.0,,3.0,7.0
35.0,10.0,5.0,103.0,1.0,1.0,0.0,0.0,6.0,2.0,4.0,4.0,-7.0,1.0,2.0,1.0,3.0,-5.0,-5.0,-7.0,6.0,14.0,5.0,5.0,1.0,,2.0,4.0
18.0,5.0,5.0,-5.0,10.0,0.0,0.0,1.0,5.0,2.0,3.0,3.0,-7.0,-7.0,2.0,1.0,5.0,-5.0,-5.0,-7.0,6.0,12.0,4.0,4.0,1.0,,2.0,5.0
32.0,10.0,8.0,101.0,1.0,1.0,0.0,0.0,8.0,2.0,1.0,1.0,1.0,-7.0,1.0,1.0,7.0,-5.0,-5.0,-7.0,7.0,10.0,5.0,5.0,1.0,,2.0,6.0
27.0,6.0,5.0,-4.0,8.0,1.0,0.0,0.0,6.0,1.0,3.0,3.0,-7.0,-7.0,2.0,3.0,5.0,101.0,-7.0,4.0,6.0,18.0,4.0,4.0,1.0,,4.0,5.0
35.0,10.0,8.0,-4.0,4.0,0.0,0.0,0.0,6.0,1.0,3.0,3.0,-7.0,-7.0,-5.0,2.0,9.0,-5.0,-5.0,2.0,8.0,13.0,3.0,5.0,1.0,,3.0,5.0
35.0,10.0,5.0,401.0,5.0,1.0,-1.0,1.0,8.0,1.0,5.0,1.0,1.0,-7.0,2.0,3.0,5.0,107.0,-7.0,-7.0,9.0,15.0,4.0,4.0,1.0,,2.0,4.0
30.0,2.0,5.0,109.0,8.0,1.0,0.0,0.0,-5.0,2.0,-1.0,-1.0,-7.0,-7.0,-1.0,1.0,5.0,102.0,-7.0,-7.0,7.0,13.0,4.0,5.0,1.0,,1.0,7.0
24.0,1.0,5.0,103.0,10.0,1.0,0.0,0.0,-5.0,2.0,3.0,3.0,-7.0,-7.0,1.0,2.0,3.0,101.0,-7.0,-7.0,9.0,12.0,4.0,4.0,1.0,,1.0,6.0
23.0,8.0,5.0,101.0,5.0,1.0,0.0,1.0,8.0,1.0,3.0,3.0,-7.0,-7.0,2.0,2.0,4.0,101.0,-7.0,4.0,6.0,16.0,5.0,5.0,1.0,,4.0,4.0
30.0,7.0,8.0,-1.0,10.0,1.0,0.0,0.0,6.0,2.0,3.0,3.0,-7.0,-7.0,2.0,5.0,5.0,101.0,-7.0,-7.0,9.0,15.0,7.0,7.0,-5.0,,4.0,-1.0
18.0,8.0,5.0,101.0,10.0,1.0,0.0,1.0,5.0,1.0,4.0,4.0,-7.0,6.0,7.0,3.0,4.0,103.0,-7.0,-7.0,9.0,12.0,7.0,7.0,1.0,,3.0,5.0
21.0,7.0,4.0,104.0,5.0,1.0,0.0,0.0,5.0,1.0,5.0,-1.0,-7.0,-7.0,2.0,1.0,5.0,102.0,-7.0,-7.0,9.0,12.0,4.0,6.0,5.0,,1.0,-1.0
21.0,10.0,5.0,401.0,10.0,1.0,0.0,0.0,6.0,2.0,-1.0,5.0,-7.0,4.0,1.0,1.0,5.0,103.0,-7.0,-7.0,6.0,15.0,4.0,4.0,1.0,,3.0,5.0
30.0,6.0,8.0,104.0,10.0,1.0,0.0,0.0,-5.0,2.0,5.0,4.0,-7.0,1.0,1.0,2.0,4.0,101.0,-7.0,-7.0,9.0,13.0,4.0,4.0,1.0,,4.0,7.0
27.0,10.0,8.0,101.0,5.0,1.0,0.0,0.0,-5.0,2.0,4.0,-1.0,-7.0,-7.0,1.0,2.0,-1.0,101.0,-7.0,1.0,-1.0,12.0,4.0,4.0,1.0,,2.0,7.0
33.0,10.0,5.0,101.0,6.0,1.0,0.0,0.0,8.0,1.0,4.0,1.0,1.0,-7.0,-1.0,2.0,1.0,-5.0,-5.0,-7.0,7.0,13.0,4.0,4.0,1.0,,3.0,4.0
30.0,7.0,5.0,103.0,1.0,1.0,0.0,0.0,6.0,-1.0,2.0,4.0,-7.0,-1.0,1.0,2.0,4.0,102.0,-7.0,-7.0,9.0,13.0,4.0,4.0,1.0,,2.0,5.0
27.0,10.0,8.0,-4.0,1.0,0.0,0.0,0.0,6.0,2.0,-1.0,3.0,-7.0,-7.0,2.0,2.0,-1.0,-5.0,-5.0,-7.0,8.0,12.0,4.0,4.0,1.0,,2.0,5.0
30.0,10.0,5.0,101.0,1.0,0.0,0.0,0.0,6.0,2.0,3.0,3.0,-7.0,-7.0,-5.0,3.0,19.0,-5.0,-5.0,1.0,5.0,16.0,7.0,7.0,1.0,,5.0,2.0
22.0,10.0,5.0,101.0,9.0,1.0,0.0,0.0,8.0,-1.0,-1.0,5.0,-7.0,4.0,1.0,1.0,3.0,101.0,-7.0,-7.0,8.0,16.0,7.0,7.0,1.0,,3.0,4.0
29.0,10.0,8.0,101.0,10.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,-7.0,2.0,2.0,5.0,-5.0,-5.0,-7.0,9.0,10.0,4.0,5.0,-5.0,,1.0,7.0
20.0,7.0,1.0,103.0,10.0,1.0,0.0,0.0,6.0,2.0,3.0,4.0,-7.0,-1.0,2.0,2.0,5.0,101.0,-7.0,4.0,5.0,11.0,7.0,5.0,1.0,,3.0,3.0
35.0,10.0,2.0,103.0,10.0,1.0,0.0,0.0,-1.0,-1.0,5.0,4.0,-7.0,4.0,2.0,2.0,4.0,999.0,-7.0,5.0,5.0,10.0,4.0,4.0,1.0,,3.0,4.0
18.0,10.0,4.0,103.0,5.0,1.0,0.0,0.0,6.0,1.0,3.0,3.0,-7.0,-7.0,2.0,1.0,5.0,101.0,-7.0,-7.0,8.0,12.0,5.0,7.0,1.0,,5.0,4.0
21.0,4.0,5.0,101.0,7.0,1.0,0.0,0.0,6.0,1.0,3.0,3.0,-7.0,-7.0,-5.0,-5.0,-1.0,-5.0,-7.0,4.0,9.0,12.0,7.0,7.0,1.0,,4.0,5.0
31.0,5.0,5.0,-5.0,5.0,0.0,0.0,0.0,6.0,2.0,3.0,5.0,-7.0,3.0,2.0,2.0,5.0,-5.0,-5.0,1.0,5.0,10.0,4.0,5.0,1.0,,3.0,4.0
19.0,10.0,5.0,-4.0,10.0,1.0,0.0,0.0,6.0,2.0,3.0,4.0,-7.0,3.0,-5.0,1.0,-1.0,101.0,-7.0,5.0,7.0,13.0,5.0,5.0,1.0,,2.0,5.0
30.0,5.0,5.0,-5.0,10.0,1.0,0.0,0.0,8.0,2.0,5.0,3.0,-7.0,-7.0,6.0,2.0,5.0,-5.0,103.0,-7.0,9.0,18.0,5.0,6.0,1.0,,2.0,4.0
31.0,10.0,5.0,101.0,10.0,1.0,0.0,0.0,-5.0,-1.0,3.0,3.0,-7.0,-7.0,-5.0,2.0,-1.0,101.0,-7.0,-7.0,9.0,10.0,4.0,4.0,1.0,,3.0,4.0
18.0,10.0,8.0,104.0,10.0,1.0,0.0,1.0,5.0,2.0,5.0,5.0,-7.0,-1.0,1.0,2.0,4.0,106.0,-7.0,-7.0,8.0,11.0,3.0,4.0,1.0,,4.0,6.0
26.0,8.0,5.0,104.0,6.0,1.0,0.0,0.0,6.0,2.0,3.0,4.0,-7.0,4.0,-5.0,2.0,3.0,101.0,-7.0,5.0,6.0,14.0,4.0,4.0,-5.0,,3.0,-1.0
30.0,6.0,5.0,104.0,5.0,1.0,0.0,0.0,8.0,-1.0,3.0,2.0,1.0,-7.0,2.0,1.0,7.0,109.0,-7.0,1.0,5.0,13.0,5.0,5.0,1.0,,5.0,3.0
33.0,5.0,5.0,-5.0,5.0,1.0,1.0,0.0,6.0,1.0,4.0,1.0,1.0,-7.0,2.0,2.0,-1.0,109.0,-7.0,-7.0,9.0,16.0,-1.0,5.0,1.0,,3.0,2.0
28.0,4.0,4.0,101.0,10.0,0.0,0.0,0.0,5.0,2.0,5.0,5.0,-7.0,3.0,2.0,3.0,5.0,-5.0,-5.0,-2.0,-1.0,11.0,4.0,4.0,5.0,,2.0,-1.0
23.0,6.0,5.0,104.0,10.0,1.0,0.0,1.0,8.0,2.0,3.0,3.0,-7.0,-7.0,-5.0,2.0,5.0,104.0,-7.0,-7.0,9.0,14.0,5.0,5.0,1.0,,2.0,4.0
23.0,10.0,4.0,-4.0,1.0,0.0,0.0,0.0,8.0,2.0,-1.0,-1.0,-7.0,-7.0,-5.0,2.0,14.0,-5.0,-7.0,4.0,6.0,12.0,7.0,7.0,1.0,,3.0,-1.0
20.0,10.0,5.0,101.0,1.0,1.0,0.0,0.0,-5.0,-1.0,3.0,3.0,-7.0,-7.0,1.0,1.0,3.0,-5.0,-5.0,-7.0,9.0,16.0,7.0,7.0,1.0,,3.0,4.0
